HQ537483,2010,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,HQ537483.1,University of Veterinary Medicine Vienna Zoonoses and Emerging Infectious Group Clinical Virology Department of Pathobiology,NCBI_Global,Papa et al,39.074208,21.824312
KJ577739,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ577739.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ577738,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ577738.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883345,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883345.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883344,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883344.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883343,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883343.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883342,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883342.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883341,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883341.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883350,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883350.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883349,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883349.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883348,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883348.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883347,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883347.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KJ883346,2013,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KJ883346.1,University of Padua Department of Molecular Medicine,NCBI_Global,Papa et al,39.074208,21.824312
KY594040,2010,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,KY594040.1,Centers for Disease Control and Prevention Division of Vector-Borne Diseases,NCBI_Global,Romo et al,39.074208,21.824312
MN481589,2018-07-17,GRC,Unknown,GRC,Global,Gallus gallus,Birds-Landfowls,?,?,MN481589.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN480795,2018-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,MN480795.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN480794,2018-09,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MN480794.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN480793,2018-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,MN480793.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN480792,2018-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,MN480792.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481595,2010-09-30,GRC,Unknown,GRC,Global,Columbidae,Birds-Pigeons and Doves,?,?,MN481595.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481594,2012-09-05,GRC,Unknown,GRC,Global,Culicidae,Mosquitoes,?,?,MN481594.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481593,2012-08-22,GRC,Unknown,GRC,Global,Culicidae,Mosquitoes,?,?,MN481593.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481592,2012-08-02,GRC,Unknown,GRC,Global,Culicidae,Mosquitoes,?,?,MN481592.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481591,2018-08-23,GRC,Unknown,GRC,Global,Canis lupus familiaris,Mammals-Dogs,?,?,MN481591.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481590,2018-07-17,GRC,Unknown,GRC,Global,Equus caballus,Mammals-Horse,?,?,MN481590.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481597,2012-08-27,GRC,Unknown,GRC,Global,Gallus gallus,Birds-Landfowls,?,?,MN481597.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN481596,2011-07-06,GRC,Unknown,GRC,Global,Gallus gallus,Birds-Landfowls,?,?,MN481596.1,Aristotle University of Thessaloniki Diagnostic Laboratory School of Veterinary Medicine Faculty of Health Sciences,NCBI_Global,Chaintoutis et al,39.074208,21.824312
MN652880,2018-08,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MN652880.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
MN652879,2018-07,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MN652879.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
MN652878,2018-07,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MN652878.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
MT341471,2019-07,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MT341471.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
MT341470,2019-07,GRC,Unknown,GRC,Global,Culex,Mosquitoes-Culex,?,?,MT341470.1,Aristotle University of Thessaloniki Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840871,2018-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840871.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840877,2019-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840877.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840876,2019-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840876.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840875,2019-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840875.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840874,2019-07,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840874.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840873,2018-09,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840873.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840872,2018-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840872.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840883,2019-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840883.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840882,2020-09,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840882.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840881,2020-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840881.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840880,2020-07,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840880.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840879,2019-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840879.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840878,2019-08,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OL840878.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840889,2020-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840889.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840888,2020-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840888.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840887,2020-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840887.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840886,2020-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840886.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840885,2019-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840885.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840884,2019-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840884.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840895,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840895.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840894,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840894.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840893,2020-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840893.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840892,2020-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840892.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840891,2020-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840891.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840890,2020-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840890.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840898,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840898.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840897,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840897.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840896,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840896.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OL840899,2021-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OL840899.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Papa et al,39.074208,21.824312
OQ053519,2022-06-29,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053519.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053518,2022-07-26,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053518.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053517,2022-08-16,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053517.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053516,2022-08-19,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OQ053516.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053515,2022-08-31,GRC,Unknown,GRC,Global,Homo sapiens,Mammals-Human,?,?,OQ053515.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053525,2022-08-03,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053525.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053524,2022-07-29,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053524.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053523,2022-07-13,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053523.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053522,2022-08-18,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053522.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053521,2022-09-07,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053521.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053520,2022-08-31,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053520.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053531,2022-08-24,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053531.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053530,2022-08-16,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053530.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053529,2022-08-29,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053529.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053528,2022-08-31,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053528.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053527,2022-08-22,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053527.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053526,2022-08-18,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053526.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053537,2022-07-28,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053537.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053536,2022-08-08,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053536.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053535,2022-07-27,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053535.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053534,2022-08-30,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053534.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053533,2022-08-24,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053533.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053532,2022-07-11,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053532.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053539,2022-07-18,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053539.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OQ053538,2022-08-10,GRC,Unknown,GRC,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ053538.1,Aristotle University of Thessaloniki A' Dept. of Microbiology,NCBI_Global,Tsioka et al,39.074208,21.824312
OK239666,2018,HUN,Unknown,Bekescsaba,Global,Homo sapiens,Mammals-Human,?,?,OK239666.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239660,2018,HUN,Unknown,Budapest,Global,Homo sapiens,Mammals-Human,?,?,OK239660.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239665,2018,HUN,Unknown,Debrecen,Global,Homo sapiens,Mammals-Human,?,?,OK239665.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129332,2015,HUN,Unknown,Dunaujvaros,Global,Homo sapiens,Mammals-Human,?,?,OK129332.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239664,2018,HUN,Unknown,Dunaujvaros,Global,Homo sapiens,Mammals-Human,?,?,OK239664.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129329,2016,HUN,Unknown,Enying,Global,Homo sapiens,Mammals-Human,?,?,OK129329.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239658,2018,HUN,Unknown,Hajduszoboszlo,Global,Homo sapiens,Mammals-Human,?,?,OK239658.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239670,2018,HUN,Unknown,Hajduszoboszlo,Global,Homo sapiens,Mammals-Human,?,?,OK239670.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239668,2018,HUN,Unknown,Jaszbereny,Global,Homo sapiens,Mammals-Human,?,?,OK239668.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239669,2017,HUN,Unknown,Jaszkiser,Global,Homo sapiens,Mammals-Human,?,?,OK239669.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239659,2018,HUN,Unknown,Kecskemet,Global,Homo sapiens,Mammals-Human,?,?,OK239659.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239662,2018,HUN,Unknown,Kiskunhalas,Global,Homo sapiens,Mammals-Human,?,?,OK239662.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239667,2018,HUN,Unknown,Kiskunmajsa,Global,Homo sapiens,Mammals-Human,?,?,OK239667.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129330,2016,HUN,Unknown,Kisujszallas,Global,Homo sapiens,Mammals-Human,?,?,OK129330.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129335,2017,HUN,Unknown,Martfu,Global,Homo sapiens,Mammals-Human,?,?,OK129335.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129331,2015,HUN,Unknown,Matyasdomb,Global,Homo sapiens,Mammals-Human,?,?,OK129331.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239663,2018,HUN,Unknown,Nyiregyhaza,Global,Homo sapiens,Mammals-Human,?,?,OK239663.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239661,2018,HUN,Unknown,Oroshaza,Global,Homo sapiens,Mammals-Human,?,?,OK239661.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129333,2017,HUN,Unknown,Szentmartonkata,Global,Homo sapiens,Mammals-Human,?,?,OK129333.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129336,2017,HUN,Unknown,Tahitotfalu,Global,Homo sapiens,Mammals-Human,?,?,OK129336.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK129334,2017,HUN,Unknown,Tisza,Global,Homo sapiens,Mammals-Human,?,?,OK129334.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239672,2018,HUN,Unknown,Tiszaluc,Global,Homo sapiens,Mammals-Human,?,?,OK239672.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OK239671,2018,HUN,Unknown,Ujtelek,Global,Homo sapiens,Mammals-Human,?,?,OK239671.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
DQ118127,?,HUN,Unknown,HUN,Global,Anatidae,Birds-Waterfowls,?,?,DQ118127.1,Faculty of Veterinary Science Szent Istvan University Department of Microbiology and Infectious Diseases,NCBI_Global,Bakonyi et al,47.162494,19.503304
DQ116961,?,HUN,Unknown,HUN,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,DQ116961.1,Faculty of Veterinary Science Szent Istvan University Department of Microbiology and Infectious Diseases,NCBI_Global,Bakonyi et al,47.162494,19.503304
KC496015,2010,HUN,Unknown,HUN,Global,Equus caballus,Mammals-Horse,?,?,KC496015.1,Institute of Virology University of Veterinary Medicine Vienna Viral Zoonoses Emerging and Vector-Borne Infections Group,NCBI_Global,Bakonyi et al,47.162494,19.503304
KT359349,2014,HUN,Unknown,HUN,Global,Homo sapiens,Mammals-Human,?,?,KT359349.1,National Center for Epidemiology Division of Virology,NCBI_Global,Nagy et al,47.162494,19.503304
MZ605382,2004,HUN,Unknown,HUN,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,MZ605382.4,Paul-Ehrlich-Institut Virology,NCBI_Global,Roth et al,47.162494,19.503304
OP179287,2021-08,HUN,Unknown,HUN,Global,Homo sapiens,Mammals-Human,?,?,OP179287.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
OP179288,2021-08,HUN,Unknown,HUN,Global,Homo sapiens,Mammals-Human,?,?,OP179288.1,National Public Health Center National Reference Laboratory for Viral Zoonoses,NCBI_Global,Nagy et al,47.162494,19.503304
KC601756,2011-02,IND,Kerala,Kerala,Global,Homo sapiens,Mammals-Human,?,?,KC601756.1,National Institute of Virology Kerala Unit,NCBI_Global,Balakrishnan et al,20.593684,78.96288
JX041632,1955,IND,Madras state,Madras state,Global,Culex vishnui,Mosquitoes-Culex,?,?,JX041632.1,The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation Molecular Genetics,NCBI_Global,Prilipov et al,20.593684,78.96288
KU978770,1988-02-12,IND,Unknown,IND,Global,Homo sapiens,Mammals-Human,?,?,KU978770.1,University of Texas Medical Branch Microbiology and Immunology,NCBI_Global,Guerbois et al,20.593684,78.96288
DQ256376,1980,IND,Unknown,IND,Global,Homo sapiens,Mammals-Human,?,?,DQ256376.1,National Institute of Virology Microbial Containment Complex,NCBI_Global,Bondre et al,20.593684,78.96288
GQ851605,1957,IND,Unknown,IND,Global,Culicidae,Mosquitoes,?,?,GQ851605.1,UTMB Pathology,NCBI_Global,May et al,20.593684,78.96288
GQ851604,1957,IND,Unknown,IND,Global,Unknown,Unknown,?,?,GQ851604.1,UTMB Pathology,NCBI_Global,May et al,20.593684,78.96288
KT163243,2015-01-01,IND,Unknown,IND,Global,Unknown,Unknown,?,?,KT163243.1,National Institute of Virology Microbial Containment Complex Encephalitis Group,NCBI_Global,Pavitrakar et al,20.593684,78.96288
MN238670,2018,IRN,Unknown,IRN,Global,Culex theileri,Mosquitoes-Culex,?,?,MN238670.1,Laval University Medicne,NCBI_Global,Shahhosseini et al,32.427908,53.688046
MN238669,2017,IRN,Unknown,IRN,Global,Culex pipiens,Mosquitoes-Culex,?,?,MN238669.1,Laval University Medicne,NCBI_Global,Shahhosseini et al,32.427908,53.688046
AY688948,?,ISR,Unknown,ISR,Global,Unknown,Unknown,2,Sarafend,AY688948.1,National University of Singapore Microbiology,NCBI_Global,Chu et al,31.0461,34.8516
HM152775,2000,ISR,Unknown,ISR,Global,Homo sapiens,Mammals-Human,?,?,HM152775.1,Central Virology Laboratory Public Health Services Israel Ministry of Health,NCBI_Global,Lanciotti et al,31.0461,34.8516
HM152773,2000,ISR,Unknown,ISR,Global,Homo sapiens,Mammals-Human,?,?,HM152773.1,Central Virology Laboratory Public Health Services Israel Ministry of Health,NCBI_Global,Lanciotti et al,31.0461,34.8516
OP850023,2022-10-03,ITA,Campania,Campania,Global,Equus caballus,Mammals-Horse,?,?,OP850023.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
